0,1,2,3,4,5,6,7,8,9,label
51.0,75.0,21.0,87.0,29.0,84.0,29.0,84.0,57.0,64.0,false
64.0,74.0,91.0,26.0,83.0,28.0,82.0,39.0,55.0,50.0,false
49.0,58.0,40.0,93.0,18.0,92.0,18.0,80.0,55.0,49.0,false
48.0,54.0,39.0,92.0,17.0,91.0,17.0,91.0,54.0,48.0,false
48.0,56.0,77.0,39.0,66.0,43.0,66.0,43.0,54.0,61.0,false
61.0,56.0,69.0,15.0,89.0,17.0,89.0,59.0,52.0,61.0,false
60.0,35.0,86.0,24.0,80.0,26.0,80.0,58.0,52.0,47.0,false
46.0,35.0,46.0,9.0,94.0,10.0,94.0,16.0,52.0,47.0,false
46.0,54.0,38.0,89.0,16.0,88.0,16.0,87.0,53.0,46.0,false
46.0,69.0,85.0,101.0,0.0,106.0,0.0,45.0,52.0,45.0,false
45.0,68.0,84.0,99.0,0.0,104.0,0.0,43.0,52.0,45.0,false
44.0,68.0,83.0,99.0,3.0,104.0,0.0,104.0,52.0,45.0,false
45.0,33.0,44.0,9.0,92.0,0.0,103.0,65.0,52.0,58.0,false
58.0,68.0,18.0,78.0,24.0,77.0,24.0,47.0,50.0,58.0,false
58.0,33.0,83.0,23.0,78.0,25.0,78.0,50.0,51.0,45.0,false
44.0,50.0,65.0,14.0,85.0,15.0,86.0,52.0,53.0,61.0,false
63.0,54.0,31.0,6.0,105.0,7.0,120.0,64.0,62.0,58.0,false
60.0,48.0,109.0,45.0,96.0,59.0,97.0,61.0,81.0,79.0,false
80.0,104.0,126.0,64.0,100.0,77.0,99.0,79.0,89.0,84.0,false
83.0,81.0,64.0,86.0,102.0,74.0,98.0,85.0,88.0,87.0,false
86.0,108.0,44.0,111.0,84.0,100.0,84.0,93.0,88.0,100.0,false
100.0,109.0,83.0,142.0,30.0,135.0,29.0,78.0,87.0,97.0,false
100.0,101.0,117.0,139.0,22.0,144.0,21.0,84.0,79.0,86.0,false
86.0,95.0,31.0,102.0,54.0,96.0,53.0,77.0,70.0,75.0,false
72.0,60.0,38.0,8.0,122.0,0.0,120.0,61.0,59.0,52.0,false
51.0,74.0,91.0,108.0,0.0,113.0,0.0,63.0,56.0,49.0,false
49.0,54.0,40.0,92.0,17.0,91.0,17.0,91.0,55.0,48.0,false
48.0,72.0,19.0,3.0,104.0,0.0,110.0,2.0,55.0,61.0,false
61.0,53.0,39.0,25.0,88.0,20.0,88.0,20.0,54.0,47.0,false
46.0,55.0,68.0,15.0,88.0,16.0,88.0,20.0,51.0,60.0,false
59.0,69.0,18.0,80.0,25.0,79.0,26.0,69.0,52.0,60.0,false
59.0,34.0,18.0,3.0,106.0,0.0,106.0,10.0,53.0,59.0,false
59.0,54.0,67.0,15.0,87.0,16.0,87.0,30.0,51.0,59.0,false
59.0,53.0,74.0,36.0,65.0,39.0,65.0,43.0,52.0,59.0,false
58.0,51.0,66.0,14.0,86.0,16.0,86.0,20.0,51.0,58.0,false
58.0,51.0,28.0,67.0,38.0,64.0,39.0,64.0,51.0,44.0,false
44.0,52.0,73.0,35.0,64.0,38.0,64.0,38.0,51.0,58.0,false
58.0,68.0,43.0,48.0,59.0,44.0,59.0,47.0,51.0,58.0,false
58.0,52.0,73.0,35.0,64.0,38.0,64.0,41.0,51.0,59.0,false
58.0,53.0,74.0,37.0,66.0,45.0,68.0,52.0,62.0,69.0,false
70.0,82.0,25.0,97.0,44.0,92.0,44.0,92.0,69.0,78.0,false
78.0,53.0,28.0,99.0,45.0,92.0,43.0,86.0,68.0,76.0,false
77.0,51.0,28.0,6.0,141.0,0.0,142.0,0.0,69.0,77.0,false
79.0,68.0,100.0,32.0,117.0,34.0,110.0,79.0,70.0,80.0,false
78.0,72.0,90.0,53.0,70.0,57.0,70.0,60.0,63.0,71.0,false
71.0,82.0,25.0,94.0,38.0,89.0,36.0,89.0,63.0,71.0,false
70.0,42.0,23.0,4.0,118.0,0.0,120.0,4.0,63.0,72.0,false
73.0,46.0,104.0,38.0,92.0,43.0,92.0,72.0,67.0,63.0,false
63.0,48.0,106.0,36.0,92.0,42.0,91.0,68.0,64.0,57.0,false
52.0,74.0,91.0,26.0,82.0,27.0,82.0,27.0,54.0,49.0,false
48.0,36.0,88.0,25.0,81.0,27.0,81.0,58.0,53.0,48.0,false
48.0,53.0,30.0,69.0,42.0,66.0,42.0,53.0,54.0,47.0,false
47.0,35.0,47.0,9.0,95.0,0.0,108.0,66.0,54.0,60.0,false
60.0,55.0,68.0,83.0,20.0,88.0,20.0,50.0,54.0,60.0,false
60.0,34.0,19.0,3.0,107.0,0.0,107.0,51.0,53.0,60.0,false
59.0,34.0,45.0,9.0,94.0,10.0,94.0,10.0,52.0,46.0,false
46.0,54.0,38.0,89.0,16.0,87.0,16.0,50.0,53.0,46.0,false
46.0,51.0,29.0,5.0,97.0,0.0,106.0,47.0,53.0,45.0,false
45.0,51.0,28.0,5.0,104.0,0.0,104.0,10.0,52.0,45.0,false
45.0,53.0,74.0,36.0,64.0,39.0,64.0,40.0,52.0,58.0,false
58.0,33.0,44.0,48.0,59.0,44.0,59.0,44.0,51.0,58.0,false
58.0,52.0,65.0,79.0,20.0,83.0,20.0,73.0,52.0,58.0,false
58.0,52.0,73.0,96.0,5.0,103.0,0.0,66.0,51.0,58.0,false
58.0,33.0,17.0,2.0,103.0,0.0,103.0,0.0,51.0,58.0,false
58.0,33.0,17.0,2.0,98.0,0.0,103.0,0.0,51.0,58.0,false
57.0,52.0,72.0,34.0,64.0,38.0,64.0,41.0,51.0,57.0,false
57.0,67.0,17.0,78.0,24.0,76.0,24.0,76.0,50.0,57.0,false
57.0,33.0,17.0,78.0,24.0,76.0,24.0,61.0,50.0,57.0,false
57.0,32.0,82.0,22.0,76.0,24.0,76.0,24.0,50.0,44.0,false
43.0,52.0,72.0,34.0,63.0,37.0,63.0,38.0,50.0,57.0,false
57.0,67.0,58.0,91.0,9.0,90.0,9.0,83.0,50.0,57.0,false
57.0,50.0,27.0,5.0,93.0,5.0,93.0,13.0,50.0,43.0,false
43.0,49.0,64.0,14.0,84.0,15.0,84.0,35.0,50.0,57.0,false
56.0,32.0,17.0,77.0,23.0,75.0,23.0,75.0,49.0,56.0,false
56.0,49.0,63.0,13.0,83.0,14.0,83.0,25.0,49.0,56.0,false
56.0,50.0,62.0,13.0,83.0,14.0,83.0,14.0,49.0,56.0,false
56.0,49.0,26.0,65.0,35.0,62.0,36.0,62.0,49.0,42.0,false
42.0,32.0,80.0,95.0,2.0,95.0,0.0,100.0,50.0,42.0,false
42.0,49.0,26.0,64.0,35.0,62.0,35.0,61.0,49.0,42.0,false
42.0,65.0,80.0,95.0,0.0,99.0,0.0,37.0,49.0,42.0,false
42.0,49.0,36.0,83.0,14.0,82.0,14.0,76.0,49.0,42.0,false
42.0,49.0,26.0,64.0,35.0,62.0,35.0,62.0,48.0,42.0,false
42.0,50.0,71.0,34.0,65.0,40.0,65.0,54.0,53.0,61.0,false
64.0,60.0,78.0,18.0,97.0,21.0,101.0,28.0,64.0,74.0,false
76.0,65.0,45.0,79.0,71.0,72.0,74.0,75.0,75.0,73.0,false
73.0,82.0,99.0,73.0,73.0,80.0,73.0,80.0,81.0,90.0,false
89.0,64.0,125.0,158.0,12.0,169.0,0.0,64.0,74.0,68.0,false
68.0,67.0,95.0,27.0,113.0,33.0,113.0,80.0,70.0,79.0,false
80.0,77.0,95.0,118.0,21.0,128.0,21.0,71.0,74.0,81.0,false
80.0,53.0,28.0,6.0,139.0,0.0,135.0,61.0,65.0,69.0,false
67.0,76.0,51.0,11.0,100.0,12.0,114.0,0.0,57.0,63.0,false
63.0,73.0,20.0,84.0,27.0,82.0,27.0,54.0,54.0,62.0,false
62.0,57.0,78.0,40.0,67.0,44.0,66.0,55.0,54.0,61.0,false
61.0,71.0,88.0,104.0,0.0,109.0,0.0,40.0,54.0,47.0,false
47.0,53.0,29.0,69.0,42.0,66.0,42.0,65.0,53.0,47.0,false
46.0,34.0,85.0,24.0,79.0,25.0,78.0,51.0,52.0,46.0,false
45.0,54.0,75.0,36.0,65.0,39.0,65.0,40.0,52.0,59.0,false
59.0,68.0,18.0,79.0,25.0,77.0,25.0,54.0,51.0,58.0,false
58.0,51.0,66.0,14.0,86.0,15.0,86.0,41.0,51.0,58.0,false
58.0,50.0,28.0,5.0,96.0,6.0,96.0,0.0,52.0,45.0,false
44.0,51.0,37.0,87.0,15.0,86.0,15.0,85.0,50.0,44.0,false
44.0,68.0,18.0,78.0,24.0,77.0,24.0,49.0,51.0,58.0,false
